datetime,cpu_load1,cpu_load5,mem_used(M),mem_free(M)
2025-12-09_00:50:13,0,2,4306,105476
2025-12-09_00:50:18,0,2,4307,105475
2025-12-09_00:50:23,0,2,4306,105476
2025-12-09_00:50:28,0,2,4307,105475
2025-12-09_00:50:33,0,2,4308,105474
2025-12-09_00:50:38,0,2,4308,105474
2025-12-09_00:50:43,0,2,4308,105474
2025-12-09_00:50:48,0,2,4308,105474
2025-12-09_00:50:53,0,2,4308,105474
2025-12-09_00:50:58,0,2,4308,105474
2025-12-09_00:51:03,0,2,4311,105471
2025-12-09_00:51:08,0,1,4311,105471
2025-12-09_00:51:13,0,1,4311,105471
2025-12-09_00:51:18,0,1,4312,105470
2025-12-09_00:51:23,0,1,4311,105471
2025-12-09_00:51:28,0,1,4311,105471
2025-12-09_00:51:33,0,1,4310,105472
2025-12-09_00:51:38,0,1,4310,105472
2025-12-09_00:51:43,0,1,4310,105472
2025-12-09_00:51:48,0,1,4310,105472
2025-12-09_00:51:53,0,1,4310,105472
2025-12-09_00:51:58,0,1,4310,105472
2025-12-09_00:52:03,0,1,4317,105465
2025-12-09_00:52:08,0,1,4316,105466
2025-12-09_00:52:13,0,1,4317,105465
2025-12-09_00:52:18,0,1,4317,105465
2025-12-09_00:52:23,0,1,4315,105466
2025-12-09_00:52:28,0,1,4315,105467
2025-12-09_00:52:33,0,1,4315,105467
2025-12-09_00:52:38,0,1,4314,105468
2025-12-09_00:52:43,0,1,4314,105468
2025-12-09_00:52:48,0,0,4313,105469
2025-12-09_00:52:53,0,0,4313,105469
2025-12-09_00:52:58,0,0,4313,105469
2025-12-09_00:53:03,0,0,4317,105465
2025-12-09_00:53:08,0,0,4317,105465
2025-12-09_00:53:13,0,0,4316,105466
2025-12-09_00:53:18,0,0,4315,105467
2025-12-09_00:53:23,0,0,4314,105468
2025-12-09_00:53:28,0,0,4314,105468
2025-12-09_00:53:33,0,0,4315,105467
2025-12-09_00:53:38,0,0,4315,105467
2025-12-09_00:53:43,0,0,4315,105467
2025-12-09_00:53:48,0,0,4314,105468
2025-12-09_00:53:53,0,0,4314,105468
2025-12-09_00:53:58,0,0,4314,105468
2025-12-09_00:54:03,0,0,4314,105468
2025-12-09_00:54:08,0,0,4314,105468
2025-12-09_00:54:13,0,0,4312,105470
2025-12-09_00:54:18,0,0,4308,105474
2025-12-09_00:54:23,0,0,4307,105474
2025-12-09_00:54:28,0,0,4307,105475
2025-12-09_00:54:33,0,0,4307,105475
2025-12-09_00:54:38,0,0,4307,105475
2025-12-09_00:54:43,0,0,4307,105475
2025-12-09_00:54:48,0,0,4307,105475
2025-12-09_00:54:53,0,0,4307,105475
2025-12-09_00:54:58,0,0,4307,105475
2025-12-09_00:55:03,0,0,4315,105467
2025-12-09_00:55:08,0,0,4314,105467
2025-12-09_00:55:13,0,0,4315,105467
2025-12-09_00:55:18,0,0,4312,105470
2025-12-09_00:55:23,0,0,4311,105471
2025-12-09_00:55:28,0,0,4311,105471
2025-12-09_00:55:33,0,0,4311,105471
2025-12-09_00:55:38,0,0,4310,105472
2025-12-09_00:55:43,0,0,4310,105472
2025-12-09_00:55:48,0,0,4310,105472
2025-12-09_00:55:53,0,0,4310,105472
2025-12-09_00:55:58,0,0,4310,105472
2025-12-09_00:56:03,0,0,4307,105475
2025-12-09_00:56:08,0,0,4307,105475
2025-12-09_00:56:13,0,0,4308,105474
2025-12-09_00:56:18,0,0,4309,105473
2025-12-09_00:56:23,0,0,4309,105473
2025-12-09_00:56:28,0,0,4308,105474
2025-12-09_00:56:33,0,0,4309,105473
2025-12-09_00:56:38,0,0,4309,105473
2025-12-09_00:56:43,0,0,4309,105473
2025-12-09_00:56:48,0,0,4309,105473
2025-12-09_00:56:53,0,0,4309,105473
2025-12-09_00:56:58,0,0,4309,105473
2025-12-09_00:57:03,0,0,4312,105470
2025-12-09_00:57:08,0,0,4312,105470
2025-12-09_00:57:13,0,0,4312,105470
2025-12-09_00:57:18,0,0,4312,105470
2025-12-09_00:57:23,0,0,4311,105471
2025-12-09_00:57:28,0,0,4312,105470
2025-12-09_00:57:33,0,0,4312,105470
2025-12-09_00:57:38,0,0,4312,105470
2025-12-09_00:57:43,0,0,4312,105470
2025-12-09_00:57:48,0,0,4312,105470
2025-12-09_00:57:53,0,0,4312,105470
2025-12-09_00:57:58,0,0,4311,105470
2025-12-09_00:58:03,0,0,4317,105465
2025-12-09_00:58:08,0,0,4316,105466
2025-12-09_00:58:13,0,0,4314,105468
2025-12-09_00:58:18,0,0,4315,105466
2025-12-09_00:58:23,0,0,4315,105467
2025-12-09_00:58:28,0,0,4314,105468
2025-12-09_00:58:33,0,0,4314,105468
2025-12-09_00:58:38,0,0,4313,105469
2025-12-09_00:58:43,0,0,4313,105469
2025-12-09_00:58:48,0,0,4313,105469
2025-12-09_00:58:53,0,0,4313,105469
2025-12-09_00:58:58,0,0,4313,105469
2025-12-09_00:59:03,0,0,4314,105468
2025-12-09_00:59:08,0,0,4314,105468
2025-12-09_00:59:13,0,0,4314,105468
2025-12-09_00:59:18,0,0,4314,105468
2025-12-09_00:59:23,0,0,4314,105468
2025-12-09_00:59:28,0,0,4313,105469
2025-12-09_00:59:33,0,0,4315,105467
2025-12-09_00:59:38,0,0,4315,105467
2025-12-09_00:59:43,0,0,4314,105467
2025-12-09_00:59:48,0,0,4314,105468
2025-12-09_00:59:53,0,0,4314,105468
2025-12-09_00:59:58,0,0,4314,105468
2025-12-09_01:00:03,0,0,4322,105460
2025-12-09_01:00:08,0,0,4322,105460
2025-12-09_01:00:13,0,0,4318,105464
2025-12-09_01:00:18,0,0,4318,105464
2025-12-09_01:00:23,0,0,4317,105465
2025-12-09_01:00:28,0,0,4316,105465
2025-12-09_01:00:33,0,0,4319,105463
2025-12-09_01:00:38,0,0,4319,105463
2025-12-09_01:00:43,0,0,4315,105467
2025-12-09_01:00:48,0,0,4315,105467
2025-12-09_01:00:53,0,0,4315,105467
2025-12-09_01:00:58,0,0,4315,105467
2025-12-09_01:01:03,0,0,4321,105460
2025-12-09_01:01:08,0,0,4321,105460
2025-12-09_01:01:13,0,0,4319,105463
2025-12-09_01:01:18,0,0,4319,105463
2025-12-09_01:01:23,0,0,4318,105464
2025-12-09_01:01:28,0,0,4317,105464
2025-12-09_01:01:33,0,0,4318,105464
2025-12-09_01:01:38,0,0,4318,105464
2025-12-09_01:01:43,0,0,4317,105465
2025-12-09_01:01:48,0,0,4317,105465
2025-12-09_01:01:53,0,0,4317,105465
2025-12-09_01:01:58,0,0,4317,105465
2025-12-09_01:02:03,0,0,4325,105457
2025-12-09_01:02:08,0,0,4323,105459
2025-12-09_01:02:13,0,0,4319,105463
2025-12-09_01:02:18,0,0,4314,105468
2025-12-09_01:02:23,0,0,4313,105469
2025-12-09_01:02:28,0,0,4312,105470
2025-12-09_01:02:33,0,0,4313,105468
2025-12-09_01:02:38,0,0,4313,105468
2025-12-09_01:02:43,0,0,4313,105469
2025-12-09_01:02:48,0,0,4313,105469
2025-12-09_01:02:53,0,0,4313,105469
2025-12-09_01:02:58,0,0,4313,105469
2025-12-09_01:03:03,0,0,4313,105468
2025-12-09_01:03:08,0,0,4309,105472
2025-12-09_01:03:13,0,0,4308,105473
2025-12-09_01:03:18,0,0,4309,105473
2025-12-09_01:03:23,0,0,4308,105474
2025-12-09_01:03:28,0,0,4307,105475
2025-12-09_01:03:33,0,0,4308,105473
2025-12-09_01:03:38,0,0,4308,105473
2025-12-09_01:03:43,0,0,4308,105474
2025-12-09_01:03:48,0,0,4308,105474
2025-12-09_01:03:53,0,0,4307,105474
2025-12-09_01:03:58,0,0,4307,105474
2025-12-09_01:04:03,0,0,4312,105470
2025-12-09_01:04:08,0,0,4311,105470
2025-12-09_01:04:13,0,0,4312,105470
2025-12-09_01:04:18,0,0,4313,105469
2025-12-09_01:04:23,0,0,4312,105469
2025-12-09_01:04:28,0,0,4312,105470
2025-12-09_01:04:33,0,0,4311,105471
2025-12-09_01:04:38,0,0,4307,105475
2025-12-09_01:04:43,0,0,4307,105475
2025-12-09_01:04:48,0,0,4307,105475
2025-12-09_01:04:53,0,0,4307,105475
2025-12-09_01:04:58,0,0,4307,105475
2025-12-09_01:05:03,0,0,4317,105465
2025-12-09_01:05:08,0,0,4317,105465
2025-12-09_01:05:13,0,0,4316,105466
2025-12-09_01:05:18,0,0,4308,105473
2025-12-09_01:05:23,0,0,4308,105474
2025-12-09_01:05:28,0,0,4307,105474
2025-12-09_01:05:33,0,0,4307,105474
2025-12-09_01:05:38,0,0,4307,105474
2025-12-09_01:05:43,0,0,4307,105474
2025-12-09_01:05:48,0,0,4307,105474
2025-12-09_01:05:53,0,0,4307,105474
2025-12-09_01:05:58,0,0,4307,105474
2025-12-09_01:06:03,0,0,4316,105466
2025-12-09_01:06:08,0,0,4316,105466
2025-12-09_01:06:13,0,0,4316,105466
2025-12-09_01:06:18,0,0,4317,105465
2025-12-09_01:06:23,0,0,4315,105466
2025-12-09_01:06:28,0,0,4314,105467
2025-12-09_01:06:33,0,0,4316,105465
2025-12-09_01:06:38,0,0,4316,105466
2025-12-09_01:06:43,0,0,4315,105466
2025-12-09_01:06:48,0,0,4315,105466
2025-12-09_01:06:53,0,0,4315,105466
2025-12-09_01:06:58,0,0,4315,105467
2025-12-09_01:07:03,0,0,4319,105462
2025-12-09_01:07:08,0,0,4319,105463
2025-12-09_01:07:13,0,0,4318,105463
2025-12-09_01:07:18,0,0,4318,105463
2025-12-09_01:07:23,0,0,4318,105463
2025-12-09_01:07:28,0,0,4319,105463
2025-12-09_01:07:33,0,0,4319,105463
2025-12-09_01:07:38,0,0,4319,105463
2025-12-09_01:07:43,0,0,4319,105463
2025-12-09_01:07:48,0,0,4319,105463
2025-12-09_01:07:53,0,0,4318,105463
2025-12-09_01:07:58,0,0,4318,105463
2025-12-09_01:08:03,0,0,4322,105459
2025-12-09_01:08:08,0,0,4321,105460
2025-12-09_01:08:13,0,0,4322,105460
2025-12-09_01:08:18,0,0,4322,105460
2025-12-09_01:08:23,0,0,4322,105460
2025-12-09_01:08:28,0,0,4321,105460
2025-12-09_01:08:33,0,0,4321,105461
2025-12-09_01:08:38,0,0,4320,105461
2025-12-09_01:08:43,0,0,4320,105462
2025-12-09_01:08:48,0,0,4320,105462
2025-12-09_01:08:53,0,0,4320,105462
2025-12-09_01:08:58,0,0,4320,105462
2025-12-09_01:09:03,0,0,4318,105464
2025-12-09_01:09:08,0,0,4317,105464
2025-12-09_01:09:13,0,0,4314,105468
2025-12-09_01:09:18,0,0,4311,105470
2025-12-09_01:09:23,0,0,4310,105471
2025-12-09_01:09:28,0,0,4311,105471
2025-12-09_01:09:33,0,0,4313,105469
2025-12-09_01:09:38,0,0,4313,105469
2025-12-09_01:09:43,0,0,4312,105469
2025-12-09_01:09:48,0,0,4312,105469
2025-12-09_01:09:53,0,0,4312,105469
2025-12-09_01:09:58,0,0,4312,105469
2025-12-09_01:10:03,0,0,4324,105458
2025-12-09_01:10:08,0,0,4323,105458
2025-12-09_01:10:13,0,0,4318,105464
2025-12-09_01:10:18,0,0,4316,105466
2025-12-09_01:10:23,0,0,4315,105467
2025-12-09_01:10:28,0,0,4315,105466
2025-12-09_01:10:33,0,0,4316,105465
2025-12-09_01:10:38,0,0,4316,105465
2025-12-09_01:10:43,0,0,4316,105465
2025-12-09_01:10:48,0,0,4316,105465
2025-12-09_01:10:53,0,0,4316,105465
2025-12-09_01:10:58,0,0,4316,105465
2025-12-09_01:11:03,0,0,4327,105454
2025-12-09_01:11:08,0,0,4327,105455
2025-12-09_01:11:13,0,0,4323,105458
2025-12-09_01:11:18,0,0,4321,105460
2025-12-09_01:11:23,0,0,4321,105461
2025-12-09_01:11:28,0,0,4321,105460
2025-12-09_01:11:33,0,0,4321,105461
2025-12-09_01:11:38,0,0,4321,105461
2025-12-09_01:11:43,0,0,4320,105461
2025-12-09_01:11:48,0,0,4320,105461
2025-12-09_01:11:53,0,0,4320,105461
2025-12-09_01:11:58,0,0,4320,105461
2025-12-09_01:12:03,0,0,4318,105464
2025-12-09_01:12:08,0,0,4314,105468
2025-12-09_01:12:13,0,0,4314,105467
2025-12-09_01:12:18,0,0,4315,105466
2025-12-09_01:12:23,0,0,4311,105470
2025-12-09_01:12:28,0,0,4311,105470
2025-12-09_01:12:33,0,0,4315,105467
2025-12-09_01:12:38,0,0,4314,105467
2025-12-09_01:12:43,0,0,4314,105467
2025-12-09_01:12:48,0,0,4314,105467
2025-12-09_01:12:53,0,0,4314,105467
2025-12-09_01:12:58,0,0,4314,105467
2025-12-09_01:13:03,0,0,4317,105464
2025-12-09_01:13:08,0,0,4317,105464
2025-12-09_01:13:13,0,0,4316,105465
2025-12-09_01:13:18,0,0,4318,105464
2025-12-09_01:13:23,0,0,4318,105464
2025-12-09_01:13:28,0,0,4317,105464
2025-12-09_01:13:33,0,0,4318,105463
2025-12-09_01:13:38,0,0,4318,105463
2025-12-09_01:13:43,0,0,4318,105463
2025-12-09_01:13:48,0,0,4318,105464
2025-12-09_01:13:53,0,0,4317,105465
2025-12-09_01:13:58,0,0,4317,105465
2025-12-09_01:14:03,0,0,4328,105453
2025-12-09_01:14:08,0,0,4328,105453
2025-12-09_01:14:13,0,0,4332,105449
2025-12-09_01:14:18,0,0,4332,105449
2025-12-09_01:14:23,0,0,4331,105450
2025-12-09_01:14:28,0,0,4331,105451
2025-12-09_01:14:33,0,0,4331,105450
2025-12-09_01:14:38,0,0,4331,105450
2025-12-09_01:14:43,0,0,4331,105450
2025-12-09_01:14:48,0,0,4331,105451
2025-12-09_01:14:53,0,0,4331,105451
2025-12-09_01:14:58,0,0,4331,105451
2025-12-09_01:15:03,0,0,4338,105444
2025-12-09_01:15:08,0,0,4334,105447
2025-12-09_01:15:13,0,0,4332,105449
2025-12-09_01:15:18,0,0,4331,105450
2025-12-09_01:15:23,0,0,4331,105450
2025-12-09_01:15:28,0,0,4331,105451
2025-12-09_01:15:33,0,0,4325,105456
2025-12-09_01:15:38,0,0,4325,105456
2025-12-09_01:15:43,0,0,4324,105457
2025-12-09_01:15:48,0,0,4324,105457
2025-12-09_01:15:53,0,0,4324,105457
2025-12-09_01:15:58,0,0,4324,105458
2025-12-09_01:16:03,0,0,4320,105461
2025-12-09_01:16:08,0,0,4320,105461
2025-12-09_01:16:13,0,0,4320,105461
2025-12-09_01:16:18,0,0,4319,105462
2025-12-09_01:16:23,0,0,4318,105463
2025-12-09_01:16:28,0,0,4318,105464
2025-12-09_01:16:33,0,0,4320,105462
2025-12-09_01:16:38,0,0,4320,105462
2025-12-09_01:16:43,0,0,4319,105462
2025-12-09_01:16:48,0,0,4319,105462
2025-12-09_01:16:53,0,0,4319,105462
2025-12-09_01:16:58,0,0,4319,105462
2025-12-09_01:17:03,0,0,4325,105456
2025-12-09_01:17:08,0,0,4325,105457
2025-12-09_01:17:13,0,0,4324,105457
2025-12-09_01:17:18,0,0,4324,105457
2025-12-09_01:17:23,0,0,4323,105458
2025-12-09_01:17:28,0,0,4323,105458
2025-12-09_01:17:33,0,0,4323,105458
2025-12-09_01:17:38,0,0,4323,105458
2025-12-09_01:17:43,0,0,4323,105458
2025-12-09_01:17:48,0,0,4323,105458
2025-12-09_01:17:53,0,0,4323,105458
2025-12-09_01:17:58,0,0,4323,105458
2025-12-09_01:18:03,0,0,4325,105456
2025-12-09_01:18:08,0,0,4325,105456
2025-12-09_01:18:13,0,0,4319,105462
2025-12-09_01:18:18,0,0,4320,105462
2025-12-09_01:18:23,0,0,4319,105462
2025-12-09_01:18:28,0,0,4319,105463
2025-12-09_01:18:33,0,0,4321,105460
2025-12-09_01:18:38,0,0,4321,105460
2025-12-09_01:18:43,0,0,4321,105460
2025-12-09_01:18:48,0,0,4321,105461
2025-12-09_01:18:53,0,0,4321,105461
2025-12-09_01:18:58,0,0,4320,105461
2025-12-09_01:19:03,0,0,4320,105461
2025-12-09_01:19:08,0,0,4319,105462
2025-12-09_01:19:13,0,0,4317,105464
2025-12-09_01:19:18,0,0,4319,105462
2025-12-09_01:19:23,0,0,4319,105463
2025-12-09_01:19:28,0,0,4318,105463
2025-12-09_01:19:33,0,0,4319,105462
2025-12-09_01:19:38,0,0,4319,105462
2025-12-09_01:19:43,0,0,4319,105463
2025-12-09_01:19:48,0,0,4319,105463
2025-12-09_01:19:53,0,0,4319,105463
2025-12-09_01:19:58,0,0,4319,105463
2025-12-09_01:20:03,0,0,4325,105456
2025-12-09_01:20:08,0,0,4324,105457
2025-12-09_01:20:13,0,0,4325,105456
2025-12-09_01:20:18,0,0,4325,105456
2025-12-09_01:20:23,0,0,4324,105457
2025-12-09_01:20:28,0,0,4324,105457
2025-12-09_01:20:33,0,0,4320,105462
2025-12-09_01:20:38,0,0,4320,105462
2025-12-09_01:20:43,0,0,4319,105462
2025-12-09_01:20:48,0,0,4319,105462
2025-12-09_01:20:53,0,0,4319,105462
2025-12-09_01:20:58,0,0,4319,105462
2025-12-09_01:21:03,0,0,4326,105455
2025-12-09_01:21:08,0,0,4326,105455
2025-12-09_01:21:13,0,0,4325,105456
2025-12-09_01:21:18,0,0,4325,105457
2025-12-09_01:21:23,0,0,4324,105458
2025-12-09_01:21:28,0,0,4324,105458
2025-12-09_01:21:33,0,0,4325,105456
2025-12-09_01:21:38,0,0,4325,105456
2025-12-09_01:21:43,0,0,4325,105456
2025-12-09_01:21:48,0,0,4325,105456
2025-12-09_01:21:53,0,0,4325,105456
2025-12-09_01:21:58,0,0,4325,105456
2025-12-09_01:22:03,0,0,4332,105449
2025-12-09_01:22:08,0,0,4332,105449
2025-12-09_01:22:13,0,0,4331,105450
2025-12-09_01:22:18,0,0,4331,105450
2025-12-09_01:22:23,0,0,4331,105450
2025-12-09_01:22:28,0,0,4331,105451
2025-12-09_01:22:33,0,0,4330,105451
2025-12-09_01:22:38,0,0,4330,105451
2025-12-09_01:22:43,0,0,4329,105452
2025-12-09_01:22:48,0,0,4329,105452
2025-12-09_01:22:53,0,0,4329,105452
2025-12-09_01:22:58,0,0,4329,105452
2025-12-09_01:23:03,0,0,4329,105452
2025-12-09_01:23:08,0,0,4329,105452
2025-12-09_01:23:13,0,0,4328,105453
2025-12-09_01:23:18,0,0,4328,105454
2025-12-09_01:23:23,0,0,4327,105454
2025-12-09_01:23:28,0,0,4327,105454
2025-12-09_01:23:33,0,0,4324,105457
2025-12-09_01:23:38,0,0,4324,105457
2025-12-09_01:23:43,0,0,4324,105457
2025-12-09_01:23:48,0,0,4324,105457
2025-12-09_01:23:53,0,0,4324,105457
2025-12-09_01:23:58,0,0,4324,105457
2025-12-09_01:24:03,0,0,4321,105460
2025-12-09_01:24:08,0,0,4321,105460
2025-12-09_01:24:13,0,0,4319,105462
2025-12-09_01:24:18,0,0,4320,105461
2025-12-09_01:24:23,0,0,4319,105462
2025-12-09_01:24:28,0,0,4318,105463
2025-12-09_01:24:33,0,0,4318,105463
2025-12-09_01:24:38,0,0,4318,105463
2025-12-09_01:24:43,0,0,4317,105464
2025-12-09_01:24:48,0,0,4317,105464
2025-12-09_01:24:53,0,0,4317,105464
2025-12-09_01:24:58,0,0,4316,105465
2025-12-09_01:25:03,0,0,4327,105454
2025-12-09_01:25:08,0,0,4327,105454
2025-12-09_01:25:13,0,0,4321,105460
2025-12-09_01:25:18,0,0,4321,105460
2025-12-09_01:25:23,0,0,4320,105461
2025-12-09_01:25:28,0,0,4320,105461
2025-12-09_01:25:33,0,0,4319,105462
2025-12-09_01:25:38,0,0,4318,105463
2025-12-09_01:25:43,0,0,4318,105463
2025-12-09_01:25:48,0,0,4318,105463
2025-12-09_01:25:53,0,0,4318,105463
2025-12-09_01:25:58,0,0,4318,105463
2025-12-09_01:26:03,0,0,4334,105447
2025-12-09_01:26:08,0,0,4334,105447
2025-12-09_01:26:13,0,0,4333,105448
2025-12-09_01:26:18,0,0,4329,105452
2025-12-09_01:26:23,0,0,4329,105452
2025-12-09_01:26:28,0,0,4328,105453
2025-12-09_01:26:33,0,0,4328,105453
2025-12-09_01:26:38,0,0,4328,105453
2025-12-09_01:26:43,0,0,4327,105454
2025-12-09_01:26:48,0,0,4327,105454
2025-12-09_01:26:53,0,0,4327,105454
2025-12-09_01:26:58,0,0,4327,105454
2025-12-09_01:27:03,0,0,4328,105453
2025-12-09_01:27:08,0,0,4323,105458
2025-12-09_01:27:13,0,0,4328,105453
2025-12-09_01:27:18,0,0,4327,105454
2025-12-09_01:27:23,0,0,4327,105454
2025-12-09_01:27:28,0,0,4327,105454
2025-12-09_01:27:33,0,0,4325,105456
2025-12-09_01:27:38,0,0,4325,105456
2025-12-09_01:27:43,0,0,4325,105456
2025-12-09_01:27:48,0,0,4325,105456
2025-12-09_01:27:53,0,0,4324,105457
2025-12-09_01:27:58,0,0,4324,105457
2025-12-09_01:28:03,0,0,4319,105462
2025-12-09_01:28:08,0,0,4319,105462
2025-12-09_01:28:13,0,0,4318,105463
2025-12-09_01:28:18,0,0,4315,105466
2025-12-09_01:28:23,0,0,4314,105467
2025-12-09_01:28:28,0,0,4314,105467
2025-12-09_01:28:33,0,0,4314,105467
2025-12-09_01:28:38,0,0,4313,105468
2025-12-09_01:28:43,0,0,4313,105468
2025-12-09_01:28:48,0,0,4313,105468
2025-12-09_01:28:53,0,0,4312,105469
2025-12-09_01:28:58,0,0,4312,105469
2025-12-09_01:29:03,0,0,4321,105460
2025-12-09_01:29:08,0,0,4321,105460
2025-12-09_01:29:13,0,0,4321,105459
2025-12-09_01:29:18,0,0,4321,105459
2025-12-09_01:29:23,0,0,4320,105461
2025-12-09_01:29:28,0,0,4320,105461
2025-12-09_01:29:33,0,0,4320,105461
2025-12-09_01:29:38,0,0,4319,105461
2025-12-09_01:29:43,0,0,4318,105463
2025-12-09_01:29:48,0,0,4318,105463
2025-12-09_01:29:53,0,0,4318,105463
2025-12-09_01:29:58,0,0,4318,105463
2025-12-09_01:30:03,0,0,4314,105467
2025-12-09_01:30:08,0,0,4314,105467
2025-12-09_01:30:13,0,0,4311,105470
2025-12-09_01:30:18,0,0,4312,105469
2025-12-09_01:30:23,0,0,4312,105469
2025-12-09_01:30:28,0,0,4312,105469
2025-12-09_01:30:33,0,0,4310,105471
2025-12-09_01:30:38,0,0,4309,105472
2025-12-09_01:30:43,0,0,4308,105473
2025-12-09_01:30:48,0,0,4308,105473
2025-12-09_01:30:53,0,0,4308,105473
2025-12-09_01:30:58,0,0,4308,105473
2025-12-09_01:31:03,0,0,4318,105463
2025-12-09_01:31:08,0,0,4318,105463
2025-12-09_01:31:13,0,0,4318,105463
2025-12-09_01:31:18,0,0,4317,105464
2025-12-09_01:31:23,0,0,4317,105464
2025-12-09_01:31:28,0,0,4317,105464
2025-12-09_01:31:33,0,0,4316,105465
2025-12-09_01:31:38,0,0,4316,105465
2025-12-09_01:31:43,0,0,4315,105465
2025-12-09_01:31:48,0,0,4315,105466
2025-12-09_01:31:53,0,0,4315,105466
2025-12-09_01:31:58,0,0,4315,105466
2025-12-09_01:32:03,0,0,4315,105466
2025-12-09_01:32:08,0,0,4314,105467
2025-12-09_01:32:13,0,0,4314,105467
2025-12-09_01:32:18,0,0,4312,105469
2025-12-09_01:32:23,0,0,4312,105469
2025-12-09_01:32:28,0,0,4311,105470
2025-12-09_01:32:33,0,0,4314,105467
2025-12-09_01:32:38,0,0,4313,105468
2025-12-09_01:32:43,0,0,4313,105468
2025-12-09_01:32:48,0,0,4313,105468
2025-12-09_01:32:53,0,0,4313,105468
2025-12-09_01:32:58,0,0,4313,105468
2025-12-09_01:33:03,0,0,4313,105468
2025-12-09_01:33:08,0,0,4313,105467
2025-12-09_01:33:13,0,0,4313,105468
2025-12-09_01:33:18,0,0,4313,105468
2025-12-09_01:33:23,0,0,4313,105468
2025-12-09_01:33:28,0,0,4312,105469
2025-12-09_01:33:33,0,0,4316,105465
2025-12-09_01:33:38,0,0,4315,105466
2025-12-09_01:33:43,0,0,4315,105466
2025-12-09_01:33:48,0,0,4315,105466
2025-12-09_01:33:53,0,0,4315,105466
2025-12-09_01:33:58,0,0,4315,105466
2025-12-09_01:34:03,0,0,4324,105457
2025-12-09_01:34:08,0,0,4320,105461
2025-12-09_01:34:13,0,0,4319,105462
2025-12-09_01:34:18,0,0,4321,105460
2025-12-09_01:34:23,0,0,4320,105461
2025-12-09_01:34:28,0,0,4320,105461
2025-12-09_01:34:33,0,0,4321,105460
2025-12-09_01:34:38,0,0,4321,105460
2025-12-09_01:34:43,0,0,4320,105461
2025-12-09_01:34:48,0,0,4320,105461
2025-12-09_01:34:53,0,0,4320,105461
2025-12-09_01:34:58,0,0,4320,105461
2025-12-09_01:35:03,0,0,4321,105460
2025-12-09_01:35:08,0,0,4321,105460
2025-12-09_01:35:13,0,0,4321,105460
2025-12-09_01:35:18,0,0,4321,105460
2025-12-09_01:35:23,0,0,4321,105460
2025-12-09_01:35:28,0,0,4321,105460
2025-12-09_01:35:33,0,0,4323,105458
2025-12-09_01:35:38,0,0,4322,105458
2025-12-09_01:35:43,0,0,4322,105458
2025-12-09_01:35:48,0,0,4322,105458
2025-12-09_01:35:53,0,0,4322,105459
2025-12-09_01:35:58,0,0,4322,105459
2025-12-09_01:36:03,0,0,4330,105451
2025-12-09_01:36:08,0,0,4330,105451
2025-12-09_01:36:13,0,0,4327,105454
2025-12-09_01:36:18,0,0,4326,105455
2025-12-09_01:36:23,0,0,4325,105456
2025-12-09_01:36:28,0,0,4324,105457
2025-12-09_01:36:33,0,0,4324,105457
2025-12-09_01:36:38,0,0,4328,105453
2025-12-09_01:36:43,0,0,4327,105454
2025-12-09_01:36:48,0,0,4327,105454
2025-12-09_01:36:53,0,0,4327,105454
2025-12-09_01:36:58,0,0,4327,105454
2025-12-09_01:37:03,0,0,4329,105452
2025-12-09_01:37:08,0,0,4329,105452
2025-12-09_01:37:13,0,0,4327,105453
2025-12-09_01:37:18,0,0,4327,105454
2025-12-09_01:37:23,0,0,4326,105455
2025-12-09_01:37:28,0,0,4326,105455
2025-12-09_01:37:33,0,0,4326,105455
2025-12-09_01:37:38,0,0,4323,105457
2025-12-09_01:37:43,0,0,4318,105462
2025-12-09_01:37:48,0,0,4318,105462
2025-12-09_01:37:53,0,0,4318,105463
2025-12-09_01:37:58,0,0,4318,105463
2025-12-09_01:38:03,0,0,4321,105459
2025-12-09_01:38:08,0,0,4321,105460
2025-12-09_01:38:13,0,0,4321,105459
2025-12-09_01:38:18,0,0,4320,105461
2025-12-09_01:38:23,0,0,4320,105461
2025-12-09_01:38:28,0,0,4319,105462
2025-12-09_01:38:33,0,0,4319,105462
2025-12-09_01:38:38,0,0,4319,105461
2025-12-09_01:38:43,0,0,4319,105462
2025-12-09_01:38:48,0,0,4319,105462
2025-12-09_01:38:53,0,0,4319,105462
2025-12-09_01:38:58,0,0,4319,105462
2025-12-09_01:39:03,0,0,4322,105459
2025-12-09_01:39:08,0,0,4321,105460
2025-12-09_01:39:13,0,0,4320,105460
2025-12-09_01:39:18,0,0,4317,105463
2025-12-09_01:39:23,0,0,4317,105464
2025-12-09_01:39:28,0,0,4316,105464
2025-12-09_01:39:33,0,0,4316,105464
2025-12-09_01:39:38,0,0,4322,105458
2025-12-09_01:39:43,0,0,4322,105459
2025-12-09_01:39:48,0,0,4321,105459
2025-12-09_01:39:53,0,0,4321,105459
2025-12-09_01:39:58,0,0,4321,105459
2025-12-09_01:40:03,0,0,4323,105458
2025-12-09_01:40:08,0,0,4322,105458
2025-12-09_01:40:13,0,0,4325,105456
2025-12-09_01:40:18,0,0,4323,105458
2025-12-09_01:40:23,0,0,4323,105458
2025-12-09_01:40:28,0,0,4322,105459
2025-12-09_01:40:33,0,0,4321,105459
2025-12-09_01:40:38,0,0,4321,105460
2025-12-09_01:40:43,0,0,4320,105461
